,County,Date,Sale (Dollars),Volume Sold (Gallons),Population,Poverty Count,Total Poverty Rate (%)
77,Pottawattamie,2017,10951236.74,189575.09100000001,8865.0,1284.0,14.4839255499154
78,Poweshiek,2017,1552681.21,29194.5108,42923.0,4442.0,10.348764065885424
79,Ringgold,2017,164542.28,3273.04,6149.0,689.0,11.20507399577167
80,Sac,2017,563398.61,11978.34,467235.0,53570.0,11.465322589275205
81,Scott,2017,22010148.84,366750.88,36945.0,5539.0,14.99255650290973
82,Shelby,2017,953077.34,18039.63,95888.0,18822.0,19.62915067578842
83,Sioux,2017,1847519.07,35141.29,102397.0,13969.0,13.642001230504802
84,Story,2017,9275146.2,170678.73,132960.0,20292.0,15.26173285198556
85,Tama,2017,733616.68,14901.94,12354.0,697.0,5.641897361178565
86,Taylor,2017,111021.67,2235.79,19409.0,2293.0,11.814106857643358
87,Union,2017,1018466.88,19286.36,20468.0,1745.0,8.525503224545632
88,Van Buren,2017,184563.25,3476.93,34785.0,5504.0,15.822912174787984
89,Wapello,2017,2222977.86,40756.32,10663.0,870.0,8.159054675044546
90,Warren,2017,2760209.73,52551.67,10239.0,1653.0,16.144154702607675
91,Washington,2017,1713420.63,30741.89,48630.0,2903.0,5.969566111453835
92,Wayne,2017,117187.62,2398.93,9936.0,913.0,9.188808373590982
93,Webster,2017,3430382.21,64306.71,22301.0,3116.0,13.97246760234967
94,Winnebago,2017,767617.91,16593.48,25027.0,2251.0,8.994286170935391
95,Winneshiek,2017,1407644.57,26860.41,21101.0,1621.0,7.682100374389839
96,Woodbury,2017,10911022.45,187517.59,16387.0,1879.0,11.466406297674984
97,Worth,2017,266047.84,5757.13,47587.0,6094.0,12.806018450417133
98,Wright,2017,761075.24,16210.35,8105.0,1403.0,17.310302282541638
